  0.0000000e+000 -8.5770120e+001
  2.7600614e-003 -8.5743935e+001
  5.5201229e-003 -8.5717787e+001
  8.2801843e-003 -8.5691678e+001
  1.2857666e-002 -8.5648449e+001
  1.7435147e-002 -8.5605319e+001
  2.2012629e-002 -8.5562292e+001
  2.6590110e-002 -8.5519367e+001
  4.0255321e-002 -8.5392122e+001
  5.3920532e-002 -8.5265768e+001
  6.7585744e-002 -8.5140291e+001
  1.3698900e-001 -8.4514987e+001
  2.0639225e-001 -8.3909736e+001
  2.7579551e-001 -8.3323247e+001
  3.4519876e-001 -8.2754134e+001
  4.7007615e-001 -8.1769986e+001
  5.9495353e-001 -8.0831168e+001
  7.1983092e-001 -7.9931661e+001
  8.4470830e-001 -7.9066371e+001
  9.6958569e-001 -7.8230923e+001
  1.1593987e+000 -7.7009901e+001
  1.3492117e+000 -7.5837444e+001
  1.5390248e+000 -7.4703711e+001
  1.7288378e+000 -7.3600432e+001
  1.9186508e+000 -7.2520514e+001
  2.1556934e+000 -7.1195251e+001
  2.3927359e+000 -6.9886137e+001
  2.6297784e+000 -6.8583757e+001
  2.8668209e+000 -6.7279276e+001
  3.0606688e+000 -6.6204788e+001
  3.2545166e+000 -6.5117699e+001
  3.4144208e+000 -6.4207143e+001
  3.5743249e+000 -6.3279482e+001
  3.7342291e+000 -6.2329049e+001
  3.8506039e+000 -6.1618750e+001
  3.9669787e+000 -6.0888295e+001
  4.0833535e+000 -6.0132214e+001
  4.1712765e+000 -5.9539568e+001
  4.2591994e+000 -5.8923754e+001
  4.3471224e+000 -5.8279004e+001
  4.4147580e+000 -5.7758582e+001
  4.4823935e+000 -5.7211821e+001
  4.5500290e+000 -5.6632577e+001
  4.6047495e+000 -5.6134688e+001
  4.6594700e+000 -5.5604553e+001
  4.7141904e+000 -5.5034696e+001
  4.7586691e+000 -5.4535492e+001
  4.8031477e+000 -5.3996476e+001
  4.8476263e+000 -5.3408359e+001
  4.8839693e+000 -5.2882891e+001
  4.9203124e+000 -5.2307502e+001
  4.9566555e+000 -5.1670387e+001
  4.9866827e+000 -5.1086422e+001
  4.9994091e+000 -5.0820280e+001
  5.0002091e+000 -5.0806643e+001
  5.0008931e+000 -5.0797739e+001
  5.0015771e+000 -5.0789730e+001
  5.0022612e+000 -5.0781679e+001
  5.0029452e+000 -5.0773408e+001
  5.0036293e+000 -5.0765023e+001
  5.0052378e+000 -5.0745224e+001
  5.0068464e+000 -5.0725233e+001
  5.0084549e+000 -5.0705051e+001
  5.0100635e+000 -5.0684670e+001
  5.0162436e+000 -5.0604448e+001
  5.0224237e+000 -5.0521176e+001
  5.0286038e+000 -5.0434813e+001
  5.0347839e+000 -5.0345313e+001
  5.0522583e+000 -5.0074750e+001
  5.0697327e+000 -4.9777030e+001
  5.0872071e+000 -4.9449952e+001
  5.1046815e+000 -4.9090614e+001
  5.1221559e+000 -4.8695328e+001
  5.1452458e+000 -4.8109742e+001
  5.1683357e+000 -4.7439581e+001
  5.1865876e+000 -4.6838718e+001
  5.2048394e+000 -4.6162842e+001
  5.2230913e+000 -4.5397947e+001
  5.2413432e+000 -4.4526658e+001
  5.2550781e+000 -4.3788232e+001
  5.2622114e+000 -4.3372700e+001
  5.2633407e+000 -4.3304739e+001
  5.2644700e+000 -4.3236162e+001
  5.2655993e+000 -4.3166970e+001
  5.2667286e+000 -4.3097158e+001
  5.2678579e+000 -4.3026718e+001
  5.2693561e+000 -4.2932283e+001
  5.2708543e+000 -4.2836709e+001
  5.2723526e+000 -4.2739978e+001
  5.2738508e+000 -4.2642071e+001
  5.2753490e+000 -4.2542967e+001
  5.2808792e+000 -4.2166309e+001
  5.2864094e+000 -4.1771982e+001
  5.2919396e+000 -4.1358891e+001
  5.2974698e+000 -4.0925828e+001
  5.3072148e+000 -4.0110248e+001
  5.3169597e+000 -3.9221039e+001
  5.3267047e+000 -3.8249562e+001
  5.3364496e+000 -3.7186258e+001
  5.3461945e+000 -3.6020708e+001
  5.3579228e+000 -3.4466419e+001
  5.3696511e+000 -3.2727179e+001
  5.3813794e+000 -3.0781956e+001
  5.3931076e+000 -2.8610781e+001
  5.4022643e+000 -2.6747431e+001
  5.4114210e+000 -2.4730555e+001
  5.4184599e+000 -2.3074207e+001
  5.4254988e+000 -2.1326769e+001
  5.4325377e+000 -1.9491054e+001
  5.4383404e+000 -1.7914605e+001
  5.4441431e+000 -1.6285280e+001
  5.4499459e+000 -1.4608023e+001
  5.4557486e+000 -1.2888773e+001
  5.4615513e+000 -1.1134403e+001
  5.4689291e+000 -8.8652362e+000
  5.4763068e+000 -6.5688859e+000
  5.4821123e+000 -4.7546678e+000
  5.4879178e+000 -2.9437466e+000
  5.4937233e+000 -1.1447714e+000
  5.4980219e+000  1.7467053e-001
  5.5023205e+000  1.4798747e+000
  5.5066191e+000  2.7679080e+000
  5.5109177e+000  4.0360706e+000
  5.5152164e+000  5.2819179e+000
  5.5195150e+000  6.5032745e+000
  5.5259929e+000  8.2934736e+000
  5.5324709e+000  1.0018472e+001
  5.5389489e+000  1.1674301e+001
  5.5454269e+000  1.3258269e+001
  5.5519049e+000  1.4768847e+001
  5.5583829e+000  1.6205522e+001
  5.5669755e+000  1.7997854e+001
  5.5755682e+000  1.9663617e+001
  5.5841609e+000  2.1207281e+001
  5.5927536e+000  2.2634485e+001
  5.6013462e+000  2.3951621e+001
  5.6099389e+000  2.5165500e+001
  5.6201856e+000  2.6487722e+001
  5.6304324e+000  2.7684696e+001
  5.6406791e+000  2.8767692e+001
  5.6509258e+000  2.9747302e+001
  5.6611726e+000  3.0633354e+001
  5.6714193e+000  3.1434872e+001
  5.6868204e+000  3.2498396e+001
  5.7022215e+000  3.3413955e+001
  5.7176226e+000  3.4202542e+001
  5.7330237e+000  3.4881976e+001
  5.7484248e+000  3.5467379e+001
  5.7638259e+000  3.5971591e+001
  5.7825943e+000  3.6491947e+001
  5.8013627e+000  3.6924355e+001
  5.8201310e+000  3.7282499e+001
  5.8388994e+000  3.7577722e+001
  5.8576678e+000  3.7819456e+001
  5.8764361e+000  3.8015590e+001
  5.8952045e+000  3.8172757e+001
  5.9212082e+000  3.8336384e+001
  5.9472120e+000  3.8448087e+001
  5.9732157e+000  3.8517686e+001
  5.9992195e+000  3.8553056e+001
  6.0252232e+000  3.8560545e+001
  6.0512270e+000  3.8545302e+001
  6.0772307e+000  3.8511525e+001
  6.1078851e+000  3.8452527e+001
  6.1385395e+000  3.8377039e+001
  6.1691940e+000  3.8288665e+001
  6.1998484e+000  3.8190270e+001
  6.2305028e+000  3.8084146e+001
  6.2611572e+000  3.7972132e+001
  6.2918116e+000  3.7855712e+001
  6.3309462e+000  3.7702564e+001
  6.3700809e+000  3.7546155e+001
  6.4092155e+000  3.7388009e+001
  6.4483502e+000  3.7229302e+001
  6.4874848e+000  3.7070957e+001
  6.5266194e+000  3.6913700e+001
  6.5657541e+000  3.6758097e+001
  6.6185646e+000  3.6551506e+001
  6.6713752e+000  3.6349563e+001
  6.7241858e+000  3.6152908e+001
  6.7769963e+000  3.5961989e+001
  6.8298069e+000  3.5777080e+001
  6.8826175e+000  3.5598367e+001
  6.9354281e+000  3.5426034e+001
  7.0127120e+000  3.5185467e+001
  7.0899959e+000  3.4958727e+001
  7.1672798e+000  3.4745637e+001
  7.2445637e+000  3.4545906e+001
  7.3218476e+000  3.4359160e+001
  7.3991315e+000  3.4184947e+001
  7.5254981e+000  3.3925760e+001
  7.6518646e+000  3.3696282e+001
  7.7782312e+000  3.3493955e+001
  7.9045978e+000  3.3316215e+001
  8.0309643e+000  3.3160564e+001
  8.1573309e+000  3.3024607e+001
  8.2927164e+000  3.2898240e+001
  8.4281019e+000  3.2789325e+001
  8.5634874e+000  3.2695524e+001
  8.6988730e+000  3.2614727e+001
  8.8342585e+000  3.2545042e+001
  8.9696440e+000  3.2484791e+001
  9.1050295e+000  3.2432494e+001
  9.2984466e+000  3.2369041e+001
  9.4918638e+000  3.2316001e+001
  9.6852809e+000  3.2270772e+001
  9.8786980e+000  3.2231261e+001
  1.0072115e+001  3.2195805e+001
  1.0265532e+001  3.2163094e+001
  1.0458949e+001  3.2132114e+001
  1.0654481e+001  3.2101762e+001
  1.0850012e+001  3.2071786e+001
  1.1045543e+001  3.2041743e+001
  1.1241075e+001  3.2011323e+001
  1.1436606e+001  3.1980315e+001
  1.1632137e+001  3.1948586e+001
  1.1827668e+001  3.1916065e+001
  1.2023200e+001  3.1882725e+001
  1.2218731e+001  3.1848574e+001
  1.2414262e+001  3.1813644e+001
  1.2613790e+001  3.1777250e+001
  1.2813317e+001  3.1740162e+001
  1.3012845e+001  3.1702455e+001
  1.3212372e+001  3.1664206e+001
  1.3411900e+001  3.1625494e+001
  1.3611427e+001  3.1586397e+001
  1.3810955e+001  3.1546991e+001
  1.4107214e+001  3.1488064e+001
  1.4403474e+001  3.1428834e+001
  1.4699733e+001  3.1369502e+001
  1.4995993e+001  3.1310242e+001
  1.5241359e+001  3.1261327e+001
  1.5486726e+001  3.1212646e+001
  1.5732092e+001  3.1164266e+001
  1.5977458e+001  3.1116245e+001
  1.6222825e+001  3.1068636e+001
  1.6468191e+001  3.1021483e+001
  1.6713557e+001  3.0974823e+001
  1.6992058e+001  3.0922503e+001
  1.7270559e+001  3.0870902e+001
  1.7502178e+001  3.0828559e+001
  1.7733797e+001  3.0786752e+001
  1.7965416e+001  3.0745497e+001
  1.8197035e+001  3.0704805e+001
  1.8387071e+001  3.0671848e+001
  1.8577107e+001  3.0639287e+001
  1.8767142e+001  3.0607128e+001
  1.8957178e+001  3.0575382e+001
  1.9104577e+001  3.0551051e+001
  1.9251977e+001  3.0526985e+001
  1.9399376e+001  3.0503196e+001
  1.9546775e+001  3.0479697e+001
  1.9694174e+001  3.0456510e+001
  1.9813186e+001  3.0438033e+001
  1.9905506e+001  3.0423862e+001
  1.9997827e+001  3.0409843e+001
  2.0090147e+001  3.0395988e+001
  2.0162015e+001  3.0385322e+001
  2.0233883e+001  3.0374768e+001
  2.0305751e+001  3.0364333e+001
  2.0377619e+001  3.0354024e+001
  2.0449486e+001  3.0343847e+001
  2.0521354e+001  3.0333810e+001
  2.0593222e+001  3.0323919e+001
  2.0618599e+001  3.0320462e+001
  2.0643975e+001  3.0317026e+001
  2.0669352e+001  3.0313608e+001
  2.0694728e+001  3.0310211e+001
  2.0720105e+001  3.0306834e+001
  2.0745482e+001  3.0303477e+001
  2.0770858e+001  3.0300141e+001
