  0.0000000e+000  1.5048498e-004
  5.3421616e-005  1.5048582e-004
  1.0684323e-004  1.5048671e-004
  1.6026485e-004  1.5048768e-004
  4.1821197e-004  1.5049312e-004
  6.7615909e-004  1.5049992e-004
  9.3410621e-004  1.5050804e-004
  1.1920533e-003  1.5051743e-004
  1.6538778e-003  1.5053716e-004
  2.1157023e-003  1.5056039e-004
  2.5775267e-003  1.5058682e-004
  3.0393512e-003  1.5061612e-004
  3.8249180e-003  1.5067182e-004
  4.6104847e-003  1.5073374e-004
  5.3960515e-003  1.5080069e-004
  6.1816183e-003  1.5087163e-004
  6.9671850e-003  1.5094568e-004
  8.0832349e-003  1.5105476e-004
  9.1992848e-003  1.5116678e-004
  1.0315335e-002  1.5128033e-004
  1.1431385e-002  1.5139433e-004
  1.2547435e-002  1.5150800e-004
  1.3663484e-002  1.5162078e-004
  1.5484972e-002  1.5180210e-004
  1.7306460e-002  1.5197949e-004
  1.9127948e-002  1.5215297e-004
  2.0949436e-002  1.5232296e-004
  2.2770924e-002  1.5249014e-004
  2.4592411e-002  1.5265527e-004
  2.6413899e-002  1.5281908e-004
  2.8868329e-002  1.5303887e-004
  3.1322759e-002  1.5325877e-004
  3.3777189e-002  1.5347971e-004
  3.6231619e-002  1.5370234e-004
  3.8686049e-002  1.5392703e-004
  4.1140479e-002  1.5415394e-004
  4.3594909e-002  1.5438308e-004
  4.6670839e-002  1.5467319e-004
  4.9746769e-002  1.5496626e-004
  5.2822699e-002  1.5526185e-004
  5.5898628e-002  1.5555952e-004
  5.8974558e-002  1.5585887e-004
  6.2050488e-002  1.5615946e-004
  6.5126418e-002  1.5646094e-004
  6.9356361e-002  1.5687647e-004
  7.3586303e-002  1.5729256e-004
  7.7816245e-002  1.5770874e-004
  8.2046188e-002  1.5812464e-004
  8.6276130e-002  1.5854001e-004
  9.0506072e-002  1.5895468e-004
  9.4736015e-002  1.5936852e-004
  1.0083914e-001  1.5996403e-004
  1.0694226e-001  1.6055751e-004
  1.1304539e-001  1.6114888e-004
  1.1914851e-001  1.6173812e-004
  1.2525164e-001  1.6232524e-004
  1.3135476e-001  1.6291026e-004
  1.3745789e-001  1.6349320e-004
  1.4383964e-001  1.6410053e-004
  1.5022138e-001  1.6470563e-004
  1.5660313e-001  1.6530851e-004
  1.6298488e-001  1.6590920e-004
  1.6936662e-001  1.6650770e-004
  1.7574837e-001  1.6710403e-004
  1.8475292e-001  1.6794176e-004
  1.9375747e-001  1.6877518e-004
  2.0276203e-001  1.6960431e-004
  2.1176658e-001  1.7042912e-004
  2.2077113e-001  1.7124961e-004
  2.2977568e-001  1.7206575e-004
  2.4502114e-001  1.7343759e-004
  2.6026660e-001  1.7479680e-004
  2.7551205e-001  1.7614324e-004
  2.9075751e-001  1.7747678e-004
  3.0600297e-001  1.7879731e-004
  3.2124843e-001  1.8010472e-004
  3.4110469e-001  1.8178771e-004
  3.6096096e-001  1.8344813e-004
  3.8081722e-001  1.8508587e-004
  4.0067349e-001  1.8670089e-004
  4.2052976e-001  1.8829318e-004
  4.4038602e-001  1.8986279e-004
  4.6857903e-001  1.9205260e-004
  4.9677203e-001  1.9419721e-004
  5.2496503e-001  1.9629711e-004
  5.5315804e-001  1.9835288e-004
  5.8135104e-001  2.0036517e-004
  6.0954404e-001  2.0233470e-004
  6.4809630e-001  2.0496006e-004
  6.8664855e-001  2.0750889e-004
  7.2520080e-001  2.0998325e-004
  7.6375305e-001  2.1238519e-004
  8.0230530e-001  2.1471681e-004
  8.4085755e-001  2.1698017e-004
  8.9644921e-001  2.2012774e-004
  9.5204087e-001  2.2314341e-004
  1.0076325e+000  2.2603282e-004
  1.0632242e+000  2.2880135e-004
  1.1188159e+000  2.3145422e-004
  1.1744075e+000  2.3399636e-004
  1.2500887e+000  2.3728768e-004
  1.3257698e+000  2.4039381e-004
  1.4014510e+000  2.4332535e-004
  1.4771322e+000  2.4609228e-004
  1.5528133e+000  2.4870399e-004
  1.6284945e+000  2.5116930e-004
  1.7302709e+000  2.5426840e-004
  1.8320473e+000  2.5713663e-004
  1.9338237e+000  2.5979142e-004
  2.0356001e+000  2.6224892e-004
  2.1373764e+000  2.6452405e-004
  2.2391528e+000  2.6663065e-004
  2.3659655e+000  2.6903889e-004
  2.4927782e+000  2.7122799e-004
  2.6195909e+000  2.7321849e-004
  2.7464036e+000  2.7502917e-004
  2.8732163e+000  2.7667695e-004
  3.0000289e+000  2.7817734e-004
  3.1741881e+000  2.8002307e-004
  3.3483474e+000  2.8164937e-004
  3.5225066e+000  2.8308434e-004
  3.6966658e+000  2.8435280e-004
  3.8708250e+000  2.8547616e-004
  4.0449842e+000  2.8647347e-004
  4.3162714e+000  2.8781372e-004
  4.5875587e+000  2.8893946e-004
  4.8588459e+000  2.8989228e-004
  5.1301331e+000  2.9070636e-004
  5.4014204e+000  2.9140862e-004
  5.6727076e+000  2.9202171e-004
  6.1531587e+000  2.9294051e-004
  6.6336098e+000  2.9370590e-004
  7.1140609e+000  2.9436533e-004
  7.5945120e+000  2.9495270e-004
  8.0749632e+000  2.9548999e-004
  8.5554143e+000  2.9599460e-004
  9.1946949e+000  2.9663020e-004
  9.8339755e+000  2.9723964e-004
  1.0473256e+001  2.9782867e-004
  1.1112537e+001  2.9840580e-004
  1.1751817e+001  2.9896957e-004
  1.2391098e+001  2.9952818e-004
  1.3353236e+001  3.0034933e-004
  1.4315374e+001  3.0115233e-004
  1.5277512e+001  3.0193703e-004
  1.6239649e+001  3.0270273e-004
  1.7201787e+001  3.0344949e-004
  1.8163925e+001  3.0417633e-004
  1.9683598e+001  3.0528408e-004
  2.1203271e+001  3.0634135e-004
  2.2722944e+001  3.0734835e-004
  2.4242617e+001  3.0830589e-004
  2.5762290e+001  3.0921495e-004
  2.7281963e+001  3.1007685e-004
  2.8893574e+001  3.1094116e-004
  3.0505185e+001  3.1175636e-004
  3.2116797e+001  3.1252472e-004
  3.3728408e+001  3.1324851e-004
  3.5340019e+001  3.1393009e-004
  3.6951630e+001  3.1457169e-004
  3.8819146e+001  3.1526830e-004
  4.0686663e+001  3.1591778e-004
